control_ref,control_text,control_text_enriched,subject,verbs,context,semantic_summary,key_concepts,scope,security_domains,enriched_text
RC.RP-01,"The recovery portion of the incident response plan is executed once initiated from the incident response process 22 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024","The recovery portion of the incident response plan is executed once initiated from the incident response process 22 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024",Recovery portion of the incident response plan,"executed, initiated",Ensures that recovery activities are performed after the incident response process is started.,The control requires that the recovery segment of the incident response plan be carried out once it has been triggered by the incident response process.,"recovery portion, incident response plan, incident response process, NIST CSWP, NIST Cybersecurity Framework (CSF)",The recovery portion of the incident response plan is covered.,incident management,"The recovery portion of the incident response plan is executed once initiated from the incident response process 22 NIST CSWP 29 The NIST Cybersecurity Framework (CSF) 2.0 February 26, 2024

[TOPICS: Recovery portion of the incident response plan]
[ACTIONS: executed, initiated]
[DOMAINS: incident management]
[SUMMARY: The control requires that the recovery segment of the incident response plan be carried out once it has been triggered by the incident response process.]
[PURPOSE: Ensures that recovery activities are performed after the incident response process is started.]
[CONCEPTS: recovery portion, incident response plan, incident response process, NIST CSWP, NIST Cybersecurity Framework (CSF)]
[SCOPE: The recovery portion of the incident response plan is covered.]"
RC.RP-02,"Recovery actions are selected, scoped, prioritized, and performed","Recovery actions are selected, scoped, prioritized, and performed","Selection, scoping, prioritization, and performance of recovery actions","selected,scoped,prioritized,performed","Ensures that recovery actions are appropriately chosen, defined, ordered, and executed.","The organization must select recovery actions, define their scope, prioritize them, and carry out the actions.","Recovery actions,selected,scoped,prioritized,performed",The control applies to recovery actions.,business continuity,"Recovery actions are selected, scoped, prioritized, and performed

[TOPICS: Selection, scoping, prioritization, and performance of recovery actions]
[ACTIONS: selected,scoped,prioritized,performed]
[DOMAINS: business continuity]
[SUMMARY: The organization must select recovery actions, define their scope, prioritize them, and carry out the actions.]
[PURPOSE: Ensures that recovery actions are appropriately chosen, defined, ordered, and executed.]
[CONCEPTS: Recovery actions,selected,scoped,prioritized,performed]
[SCOPE: The control applies to recovery actions.]"
RC.RP-03,The integrity of backups and other restoration assets is verified before using them for restoration,The integrity of backups and other restoration assets is verified before using them for restoration,Verification of backup and restoration asset integrity,"verify,use","It ensures that only intact backups and restoration assets are used, preventing restoration of corrupted or tampered data.",The organization must verify the integrity of backups and other restoration assets before using them for restoration.,"integrity,backups,restoration assets,verification,restoration",Backups and other restoration assets are in scope.,"operations security, asset management","The integrity of backups and other restoration assets is verified before using them for restoration

[TOPICS: Verification of backup and restoration asset integrity]
[ACTIONS: verify,use]
[DOMAINS: operations security, asset management]
[SUMMARY: The organization must verify the integrity of backups and other restoration assets before using them for restoration.]
[PURPOSE: It ensures that only intact backups and restoration assets are used, preventing restoration of corrupted or tampered data.]
[CONCEPTS: integrity,backups,restoration assets,verification,restoration]
[SCOPE: Backups and other restoration assets are in scope.]"
RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Critical mission functions and cybersecurity risk management,"considered, establish",It ensures that critical mission functions and cybersecurity risk management guide the creation of post‑incident operational norms.,Organizations must take into account critical mission functions and cybersecurity risk management when defining operational norms after an incident. These considerations shape the post‑incident operating environment.,"Critical mission functions, cybersecurity risk management, post-incident operational norms",Critical mission functions and cybersecurity risk management are in scope for establishing post‑incident operational norms.,"risk management, operations security","Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms

[TOPICS: Critical mission functions and cybersecurity risk management]
[ACTIONS: considered, establish]
[DOMAINS: risk management, operations security]
[SUMMARY: Organizations must take into account critical mission functions and cybersecurity risk management when defining operational norms after an incident. These considerations shape the post‑incident operating environment.]
[PURPOSE: It ensures that critical mission functions and cybersecurity risk management guide the creation of post‑incident operational norms.]
[CONCEPTS: Critical mission functions, cybersecurity risk management, post-incident operational norms]
[SCOPE: Critical mission functions and cybersecurity risk management are in scope for establishing post‑incident operational norms.]"
RC.RP-05,"The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed","The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",Verification of restored asset integrity and confirmation of normal operating status,"verify, restore, confirm",Ensures that restored assets are intact and that systems and services operate normally after recovery.,"The control requires verifying the integrity of restored assets, restoring systems and services, and confirming that normal operating status has been achieved.","integrity, restored assets, systems, services, normal operating status","Covers restored assets, systems, and services.","operations security, asset management","The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed

[TOPICS: Verification of restored asset integrity and confirmation of normal operating status]
[ACTIONS: verify, restore, confirm]
[DOMAINS: operations security, asset management]
[SUMMARY: The control requires verifying the integrity of restored assets, restoring systems and services, and confirming that normal operating status has been achieved.]
[PURPOSE: Ensures that restored assets are intact and that systems and services operate normally after recovery.]
[CONCEPTS: integrity, restored assets, systems, services, normal operating status]
[SCOPE: Covers restored assets, systems, and services.]"
RC.RP-06,"The end of incident recovery is declared based on criteria, and incident- related documentation is completed internal and external parties","The end of incident recovery is declared based on criteria, and incident- related documentation is completed internal and external parties",Declaration of incident recovery completion and documentation,"declared, completed",Ensures that incident recovery is formally concluded using defined criteria and that required documentation is finished for internal and external parties.,"The organization must declare the end of incident recovery only when predefined criteria are met, and must complete incident-related documentation for both internal and external parties.","incident recovery, criteria, incident-related documentation, internal, external parties",Covers the declaration of incident recovery completion and the completion of incident-related documentation for internal and external parties.,incident management,"The end of incident recovery is declared based on criteria, and incident- related documentation is completed internal and external parties

[TOPICS: Declaration of incident recovery completion and documentation]
[ACTIONS: declared, completed]
[DOMAINS: incident management]
[SUMMARY: The organization must declare the end of incident recovery only when predefined criteria are met, and must complete incident-related documentation for both internal and external parties.]
[PURPOSE: Ensures that incident recovery is formally concluded using defined criteria and that required documentation is finished for internal and external parties.]
[CONCEPTS: incident recovery, criteria, incident-related documentation, internal, external parties]
[SCOPE: Covers the declaration of incident recovery completion and the completion of incident-related documentation for internal and external parties.]"
RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Incident analysis to determine events and root cause,"performed, establish",It helps determine what occurred during an incident and identify its root cause.,The control requires that analysis be performed to establish what has taken place during an incident and to identify the incident’s root cause.,"Analysis, incident, root cause",Analysis of incidents to determine events and root cause.,incident management,"Analysis is performed to establish what has taken place during an incident and the root cause of the incident

[TOPICS: Incident analysis to determine events and root cause]
[ACTIONS: performed, establish]
[DOMAINS: incident management]
[SUMMARY: The control requires that analysis be performed to establish what has taken place during an incident and to identify the incident’s root cause.]
[PURPOSE: It helps determine what occurred during an incident and identify its root cause.]
[CONCEPTS: Analysis, incident, root cause]
[SCOPE: Analysis of incidents to determine events and root cause.]"
RS.AN-06,"Actions performed during an investigation are recorded, and the records’ integrity and provenance are preserved","Actions performed during an investigation are recorded, and the records’ integrity and provenance are preserved",Recording investigation actions and preserving record integrity and provenance,"recorded,preserved",Documenting investigative actions and maintaining the integrity and provenance of records ensures reliable evidence for investigations.,"The control requires that all actions performed during an investigation be recorded, and that the resulting records retain their integrity and provenance. It mandates documentation of investigative actions and safeguards the authenticity and origin of the records.","Actions,investigation,records,integrity,provenance",Actions performed during an investigation and the associated records are covered.,"incident management,operations security","Actions performed during an investigation are recorded, and the records’ integrity and provenance are preserved

[TOPICS: Recording investigation actions and preserving record integrity and provenance]
[ACTIONS: recorded,preserved]
[DOMAINS: incident management,operations security]
[SUMMARY: The control requires that all actions performed during an investigation be recorded, and that the resulting records retain their integrity and provenance. It mandates documentation of investigative actions and safeguards the authenticity and origin of the records.]
[PURPOSE: Documenting investigative actions and maintaining the integrity and provenance of records ensures reliable evidence for investigations.]
[CONCEPTS: Actions,investigation,records,integrity,provenance]
[SCOPE: Actions performed during an investigation and the associated records are covered.]"
RS.AN-07,"Incident data and metadata are collected, and their integrity and provenance are preserved","Incident data and metadata are collected, and their integrity and provenance are preserved",Collection and preservation of incident data and metadata,"collected,preserved",Ensuring incident data and metadata are collected and their integrity and provenance are preserved supports reliable incident analysis.,"The control requires that organizations gather incident data and associated metadata, and maintain the integrity and provenance of that information.","incident data,metadata,integrity,provenance","Incident data and its metadata, including their integrity and provenance, are covered.",incident management,"Incident data and metadata are collected, and their integrity and provenance are preserved

[TOPICS: Collection and preservation of incident data and metadata]
[ACTIONS: collected,preserved]
[DOMAINS: incident management]
[SUMMARY: The control requires that organizations gather incident data and associated metadata, and maintain the integrity and provenance of that information.]
[PURPOSE: Ensuring incident data and metadata are collected and their integrity and provenance are preserved supports reliable incident analysis.]
[CONCEPTS: incident data,metadata,integrity,provenance]
[SCOPE: Incident data and its metadata, including their integrity and provenance, are covered.]"
RS.AN-08,"An incident’s magnitude is estimated and validated coordinated with internal and external stakeholders as required by laws, regulations, or policies","An incident’s magnitude is estimated and validated coordinated with internal and external stakeholders as required by laws, regulations, or policies",Estimating and validating incident magnitude with internal and external stakeholders,"estimated, validated, coordinated","Ensures compliance with applicable laws, regulations, and policies when handling incidents.","The organization must estimate and validate the magnitude of an incident, coordinating with internal and external stakeholders, as required by laws, regulations, or policies.","incident, magnitude, internal stakeholders, external stakeholders, laws, regulations, policies",Covers estimation and validation of an incident’s magnitude involving internal and external stakeholders.,"incident management, compliance","An incident’s magnitude is estimated and validated coordinated with internal and external stakeholders as required by laws, regulations, or policies

[TOPICS: Estimating and validating incident magnitude with internal and external stakeholders]
[ACTIONS: estimated, validated, coordinated]
[DOMAINS: incident management, compliance]
[SUMMARY: The organization must estimate and validate the magnitude of an incident, coordinating with internal and external stakeholders, as required by laws, regulations, or policies.]
[PURPOSE: Ensures compliance with applicable laws, regulations, and policies when handling incidents.]
[CONCEPTS: incident, magnitude, internal stakeholders, external stakeholders, laws, regulations, policies]
[SCOPE: Covers estimation and validation of an incident’s magnitude involving internal and external stakeholders.]"
RS.CO-02,Internal and external stakeholders are notified of incidents,Internal and external stakeholders are notified of incidents,Notification of incidents to internal and external stakeholders,notified,Ensures that stakeholders are informed when incidents occur.,The organization must inform both internal and external stakeholders whenever an incident happens.,"internal,external,stakeholders,incidents,notified",Notification of incidents to internal and external stakeholders.,incident management,"Internal and external stakeholders are notified of incidents

[TOPICS: Notification of incidents to internal and external stakeholders]
[ACTIONS: notified]
[DOMAINS: incident management]
[SUMMARY: The organization must inform both internal and external stakeholders whenever an incident happens.]
[PURPOSE: Ensures that stakeholders are informed when incidents occur.]
[CONCEPTS: internal,external,stakeholders,incidents,notified]
[SCOPE: Notification of incidents to internal and external stakeholders.]"
RS.CO-03,Information is shared with designated internal and external stakeholders mitigate its effects,Information is shared with designated internal and external stakeholders mitigate its effects,Sharing information with designated internal and external stakeholders,"shared,mitigate",Sharing information with designated internal and external stakeholders helps mitigate its effects.,The control requires that information be shared with designated internal and external stakeholders to mitigate its effects.,"Information,designated internal and external stakeholders,mitigate,effects",The control covers the sharing of information with designated internal and external stakeholders.,communications security,"Information is shared with designated internal and external stakeholders mitigate its effects

[TOPICS: Sharing information with designated internal and external stakeholders]
[ACTIONS: shared,mitigate]
[DOMAINS: communications security]
[SUMMARY: The control requires that information be shared with designated internal and external stakeholders to mitigate its effects.]
[PURPOSE: Sharing information with designated internal and external stakeholders helps mitigate its effects.]
[CONCEPTS: Information,designated internal and external stakeholders,mitigate,effects]
[SCOPE: The control covers the sharing of information with designated internal and external stakeholders.]"
RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,The incident response plan is executed in coordination with relevant third parties once an incident is declared,Execution of incident response plan with relevant third parties,"executed, declared",Ensures that the incident response plan is carried out together with relevant third parties once an incident is declared.,"When an incident is declared, the organization must execute its incident response plan in coordination with relevant third parties.","incident response plan, relevant third parties, incident, declared",Covers execution of the incident response plan in coordination with relevant third parties after an incident is declared.,incident management,"The incident response plan is executed in coordination with relevant third parties once an incident is declared

[TOPICS: Execution of incident response plan with relevant third parties]
[ACTIONS: executed, declared]
[DOMAINS: incident management]
[SUMMARY: When an incident is declared, the organization must execute its incident response plan in coordination with relevant third parties.]
[PURPOSE: Ensures that the incident response plan is carried out together with relevant third parties once an incident is declared.]
[CONCEPTS: incident response plan, relevant third parties, incident, declared]
[SCOPE: Covers execution of the incident response plan in coordination with relevant third parties after an incident is declared.]"
RS.MA-02,Incident reports are triaged and validated,Incident reports are triaged and validated,Incident report triage and validation,"triaged, validated",The control concerns the processing of incident reports.,Incident reports must be triaged and validated.,"Incident reports, triaged, validated",The scope includes incident reports.,incident management,"Incident reports are triaged and validated

[TOPICS: Incident report triage and validation]
[ACTIONS: triaged, validated]
[DOMAINS: incident management]
[SUMMARY: Incident reports must be triaged and validated.]
[PURPOSE: The control concerns the processing of incident reports.]
[CONCEPTS: Incident reports, triaged, validated]
[SCOPE: The scope includes incident reports.]"
RS.MA-03,Incidents are categorized and prioritized,Incidents are categorized and prioritized,Incident categorization and prioritization,"categorized, prioritized",The control defines how incidents should be organized and assigned importance.,The organization must categorize incidents and assign them a priority level.,"Incidents, categorized, prioritized",,incident management,"Incidents are categorized and prioritized

[TOPICS: Incident categorization and prioritization]
[ACTIONS: categorized, prioritized]
[DOMAINS: incident management]
[SUMMARY: The organization must categorize incidents and assign them a priority level.]
[PURPOSE: The control defines how incidents should be organized and assigned importance.]
[CONCEPTS: Incidents, categorized, prioritized]"
RS.MA-04,Incidents are escalated or elevated as needed,Incidents are escalated or elevated as needed,Escalation and elevation of incidents as needed,"escalated, elevated",Ensures that incidents receive appropriate attention and response levels when required.,The control requires that any incident be escalated or elevated to a higher level of handling whenever it is necessary. The escalation should occur based on the needs of the situation.,"Incidents, escalated, elevated, needed",Incidents are covered by this control.,incident management,"Incidents are escalated or elevated as needed

[TOPICS: Escalation and elevation of incidents as needed]
[ACTIONS: escalated, elevated]
[DOMAINS: incident management]
[SUMMARY: The control requires that any incident be escalated or elevated to a higher level of handling whenever it is necessary. The escalation should occur based on the needs of the situation.]
[PURPOSE: Ensures that incidents receive appropriate attention and response levels when required.]
[CONCEPTS: Incidents, escalated, elevated, needed]
[SCOPE: Incidents are covered by this control.]"
RS.MA-05,The criteria for initiating incident recovery are applied support forensics and recovery activities,The criteria for initiating incident recovery are applied support forensics and recovery activities,Criteria for initiating incident recovery,"initiating, applied",The control ensures that incident recovery is started based on defined criteria and supported by forensic and recovery activities.,The organization must define criteria for initiating incident recovery. Those criteria are applied to support forensic analysis and recovery activities.,"criteria, initiating, incident recovery, support, forensics, recovery activities",The control covers the criteria for starting incident recovery and the associated forensic and recovery activities.,incident management,"The criteria for initiating incident recovery are applied support forensics and recovery activities

[TOPICS: Criteria for initiating incident recovery]
[ACTIONS: initiating, applied]
[DOMAINS: incident management]
[SUMMARY: The organization must define criteria for initiating incident recovery. Those criteria are applied to support forensic analysis and recovery activities.]
[PURPOSE: The control ensures that incident recovery is started based on defined criteria and supported by forensic and recovery activities.]
[CONCEPTS: criteria, initiating, incident recovery, support, forensics, recovery activities]
[SCOPE: The control covers the criteria for starting incident recovery and the associated forensic and recovery activities.]"
RS.MI-01,Incidents are contained,Incidents are contained,Incident containment,contained,The control aims to limit the impact of incidents.,The organization must ensure that incidents are contained.,"Incidents, contained",,incident management,"Incidents are contained

[TOPICS: Incident containment]
[ACTIONS: contained]
[DOMAINS: incident management]
[SUMMARY: The organization must ensure that incidents are contained.]
[PURPOSE: The control aims to limit the impact of incidents.]
[CONCEPTS: Incidents, contained]"
RS.MI-02,Incidents are eradicated,Incidents are eradicated,Eradication of security incidents as a control objective,eradicated,Ensuring incidents are fully removed prevents further damage and recurrence.,The control mandates that any identified incident must be completely eradicated.,"Incidents, eradicated",,incident management,"Incidents are eradicated

[TOPICS: Eradication of security incidents as a control objective]
[ACTIONS: eradicated]
[DOMAINS: incident management]
[SUMMARY: The control mandates that any identified incident must be completely eradicated.]
[PURPOSE: Ensuring incidents are fully removed prevents further damage and recurrence.]
[CONCEPTS: Incidents, eradicated]"
